order_id,customer_id,customer_name,customer_email,product_id,product_category,unit_price,quantity,country,order_status,order_date
ORD1070,CUST103,Rebecca Roberts,amy75@example.com,PROD195,Apparel,352.3,9.0,JP,Cancelled,2026-03-10
ORD1071,CUST77,John Phillips,torresdiana@example.com,PROD143,Electronics,257.47,1.0,AM,Returned,2026-04-12
ORD1072,CUST269,Yolanda Wilson,reyescheryl@example.net,PROD107,Beauty,483.75,5.0,ES,Completed,2026-03-27
ORD1073,CUST417,Heidi Stewart,tammystone@example.org,PROD194,Electronics,431.64,2.0,IE,Returned,2026-03-24
ORD1074,CUST121,Donna Ramirez,reedjulia@example.com,PROD170,Home,332.33,3.0,TV,Completed,2026-04-16
ORD1075,CUST38,Jamie Gonzalez,daviskristen@example.org,PROD142,Apparel,254.44,-75.35372020501725,BE,Returned,2026-02-20
ORD1076,CUST451,Katelyn Summers,johnsonamy@example.com,PROD102,Electronics,380.69,3.0,GH,Completed,2026-04-27
ORD1077,CUST138,Sabrina Johnson,elizabethhines@example.net,PROD164,Home,316.87,9.0,US,Returned,2026-02-28
ORD1078,CUST248,Luis Obrien,pthomas@example.com,PROD114,Electronics,155.74,4.0,AM,Cancelled,2026-04-24
ORD1079,CUST117,Ryan Ferguson,caroline88@example.org,PROD166,Others,296.17,4.0,IS,Cancelled,2026-02-22
ORD1080,CUST371,Samantha Sandoval,rallen@example.net,PROD144,Beauty,70.48,2.0,MK,Completed,2026-03-04
ORD1081,CUST8,Dana Ramirez,deleondeborah@example.com,PROD156,Home,46.68,4.0,RW,Completed,2026-01-29
ORD1082,CUST284,Lisa Leblanc,rachel63@example.com,PROD106,Home,79.73,6.0,ZA,Cancelled,2026-02-16
ORD1083,CUST478,Mrs. Susan Smith,perry89@example.org,PROD166,Electronics,367.51,7.0,KR,Cancelled,2026-03-11
ORD1084,CUST227,Tara Peterson,josephfarrell@example.org,PROD177,Beauty,174.29,7.0,IN,Cancelled,2026-02-27
ORD1085,CUST480,Dr. Bethany Davis,davidwilliams@example.com,PROD136,Home,169.67,3.0,FI,Returned,2026-03-14
ORD1086,CUST389,Thomas Mendoza,justin53@example.com,PROD132,Beauty,432.48,5.0,ES,Cancelled,2026-04-11
ORD1087,CUST92,Lori Brooks,meghan22@example.org,PROD159,Home,418.96,1.0,BY,Cancelled,2026-03-13
ORD1088,CUST183,Paul Walsh,andrewhernandez@example.com,PROD100,Beauty,441.9,8.0,GA,Cancelled,2026-04-01
ORD1089,CUST459,Joyce Jacobson,kristenprince@example.com,PROD172,Beauty,440.66,1.0,TL,Completed,2026-02-27
ORD1090,CUST72,Meghan King,fmahoney@example.com,PROD150,Electronics,283.04,10.0,SG,Completed,2026-02-07
ORD1091,CUST303,Peter Mitchell,andrewmason@example.net,PROD174,Home,98.27,-13.190860372145883,IT,Returned,2026-02-19
ORD1092,CUST417,Judy Yang,zachary79@example.org,PROD174,Beauty,411.71,2.0,NI,Cancelled,2026-04-13
ORD1093,CUST331,Anthony Gray,hpearson@example.net,PROD175,Beauty,436.24,9.0,SA,Cancelled,2026-04-02
ORD1094,CUST462,James Flores,stephen77@example.net,PROD129,Home,474.94,2.0,DE,Returned,2026-02-24
ORD1095,CUST197,Courtney Dunn DDS,tmitchell@example.org,PROD162,Beauty,71.94,9.0,VN,Completed,2026-03-24
ORD1096,CUST434,Joel Myers,woodsrichard@example.net,PROD140,Apparel,103.05,7.0,KG,Cancelled,2026-04-02
ORD1097,CUST168,Mia Thompson,chanchristina@example.org,PROD104,Beauty,146.51,3.0,PE,Returned,2026-02-24
ORD1098,CUST480,Eduardo Thomas,zkeller@example.org,PROD137,Home,470.05,9.0,BJ,Completed,2026-03-25
ORD1099,CUST58,Daniel Valenzuela,matthewwilliams@example.net,PROD193,Home,285.29,3.0,CZ,Cancelled,2026-04-26
ORD1100,CUST29,Timothy Sherman,morgan01@example.net,PROD200,Beauty,311.11,5.0,GW,Cancelled,2026-03-07
ORD1101,CUST63,Douglas Mckinney,stanleyangela@example.net,PROD199,Apparel,101.83,7.0,BY,Completed,2026-03-08
ORD1102,CUST9,Deanna Scott,kelsey44@example.com,PROD163,Apparel,292.28,6.0,SR,Cancelled,2026-02-05
ORD1103,CUST488,Joshua Murillo,katie58@example.com,PROD152,Electronics,400.96,6.0,LY,Completed,2026-04-01
ORD1104,CUST63,Natalie Harrison,sdouglas@example.com,PROD151,Home,237.02,2.0,BF,Returned,2026-03-23
ORD1105,CUST454,Scott Haley,merrittscott@example.com,PROD102,Home,367.52,2.0,IL,Completed,2026-04-09
ORD1106,CUST176,Jennifer Reyes,frosttammy@example.org,PROD111,Electronics,390.04,10.0,GD,Completed,2026-04-20
ORD1107,CUST428,Erica Jackson,jmurphy@example.com,PROD128,Apparel,169.94,1.0,MR,Cancelled,2026-03-09
ORD1108,CUST418,Joshua Johnson,cookrobert@example.org,PROD148,Apparel,391.81,4.0,ZA,Returned,2026-03-09
ORD1109,CUST69,Brandon Jones,dgomez@example.com,PROD173,Home,462.58,5.0,AL,Completed,2026-04-28
ORD1110,CUST276,Shawn Cook,baileygilmore@example.org,PROD163,Electronics,88.64,3.0,PA,Completed,2026-02-07
ORD1111,CUST262,Pamela Wright,brittany75@example.net,PROD109,Electronics,315.48,5.0,GD,Cancelled,2026-04-09
ORD1112,CUST436,Danielle Roberts,eolson@example.net,PROD177,Beauty,40.15,7.0,GR,Completed,2026-04-19
ORD1113,CUST325,Michael Hawkins,amcmahon@example.org,PROD155,Beauty,212.53,2.0,GE,Returned,2026-03-31
ORD1114,CUST462,Chris Mills,jeffreycooper@example.com,PROD116,Electronics,261.58,5.0,MA,Returned,2026-02-18
ORD1115,CUST494,Veronica Page,gibbsjennifer@example.net,PROD168,Beauty,290.63,1.0,LC,Completed,2026-04-07
ORD1116,CUST321,Amanda Blankenship,fryrobert@example.org,PROD140,Beauty,426.46,6.0,FI,Cancelled,2026-04-03
ORD1117,CUST346,Madison Austin,hartmandavid@example.net,PROD138,Apparel,352.84,1.0,TW,Completed,2026-02-24
ORD1118,CUST224,Jonathan Church,christielove@example.com,PROD147,Electronics,234.16,9.0,SK,Completed,2026-02-09
ORD1119,CUST292,Debra Lopez,velezrobert@example.com,PROD119,Beauty,439.25,7.0,FI,Cancelled,2026-02-08
ORD1120,CUST109,John Morales,snydersheena@example.org,PROD110,Home,44.87,8.0,DZ,Cancelled,2026-02-10
ORD1121,CUST379,Diana Myers,lmartin@example.org,PROD177,Beauty,78.35,7.0,SO,Cancelled,2026-03-13
ORD1122,CUST330,Julie Ortiz,debra34@example.org,PROD120,Electronics,271.59,8.0,ER,Cancelled,2026-01-29
ORD1123,CUST237,Sherry Brown,felicia97@example.org,PROD191,Electronics,470.0,7.0,CF,Completed,2026-03-08
ORD1124,CUST5,Tony Liu,lopezshelly@example.org,PROD134,Home,229.92,2.0,BN,Completed,2026-04-11
ORD1125,CUST178,Jason Nguyen,daniel15@example.org,PROD110,Home,133.32,6.0,GQ,Returned,2026-04-20
ORD1126,CUST140,Edward Zimmerman,flowerstimothy@example.net,PROD120,Beauty,32.35,10.0,IQ,Cancelled,2026-03-27
ORD1127,CUST328,Matthew Shepherd,bradleysullivan@example.org,PROD173,Electronics,139.59,2.0,BH,Completed,2026-04-11
ORD1128,CUST451,Jennifer White,carrilloelizabeth@example.net,PROD116,Home,222.37,4.0,DE,Returned,2026-02-26
ORD1129,CUST342,Gary Perez,kelly03@example.com,PROD176,Home,131.84,5.0,CY,Returned,2026-04-21
ORD1130,CUST96,Tammy Estrada,starkmargaret@example.org,PROD123,Electronics,296.64,2.0,TH,Cancelled,2026-03-09
ORD1131,CUST45,Mark Kirk,raymiranda@example.net,PROD143,Electronics,487.89,3.0,AT,Returned,2026-03-24
ORD1132,CUST488,Misty Stewart,darren95@example.com,PROD147,Home,409.14,1.0,MN,Returned,2026-03-28
ORD1133,CUST147,Michael Tyler,ashley54@example.org,PROD150,Electronics,445.17,6.0,SY,Completed,2026-04-14
ORD1134,CUST319,Charles Moyer,kelly30@example.net,PROD187,Electronics,417.88,3.0,SY,Completed,2026-02-22
ORD1135,CUST438,Brady Harris,wrightsabrina@example.com,PROD100,Beauty,416.39,9.0,RW,Returned,2026-03-19
ORD1136,CUST315,George Wheeler,webercathy@example.net,PROD175,Beauty,445.07,6.0,ER,Cancelled,2026-02-21
ORD1137,CUST43,Alexandra Smith,alexandra41@example.com,PROD171,Electronics,183.85,10.0,IE,Returned,2026-02-07
ORD1138,CUST382,Francis Cook DVM,jonathan33@example.net,PROD118,Beauty,294.29,2.0,LB,Returned,2026-02-05
ORD1139,CUST257,Maureen Cole,steven56@example.net,PROD163,Beauty,455.61,4.0,RU,Completed,2026-02-25
ORD1140,CUST395,Nancy Austin,rodriguezcarla@example.org,PROD128,Beauty,440.65,1.0,ET,Cancelled,2026-03-25
ORD1141,CUST478,Lisa Bell,wallaceangel@example.com,PROD131,Electronics,95.37,1.0,BT,Cancelled,2026-04-17
ORD1142,CUST304,Toni Woods,dwayne24@example.org,PROD152,Home,164.35,6.0,GT,Cancelled,2026-03-07
ORD1143,CUST341,Michael Johnson,esmith@example.com,PROD180,Electronics,108.38,1.0,HR,Completed,2026-03-23
ORD1144,CUST28,Steven Campbell,jenniferjackson@example.net,PROD197,Apparel,410.04,7.0,ME,Completed,2026-03-14
ORD1145,CUST6,Dennis Thompson,xfarrell@example.org,PROD119,Beauty,64.93,2.0,MM,Returned,2026-03-19
ORD1146,CUST109,Toni Maxwell,colleenoneill@example.org,PROD115,Beauty,426.49,6.0,MA,Completed,2026-04-24
ORD1147,CUST59,William Martinez,nancy81@example.net,PROD181,Home,465.31,5.0,CV,Cancelled,2026-02-07
ORD1148,CUST473,Douglas Obrien,frederickgregory@example.com,PROD113,Home,383.72,1.0,VE,Cancelled,2026-03-14
ORD1149,CUST300,Lori Kennedy,smithwilliam@example.com,PROD175,Electronics,138.36,5.0,HN,Completed,2026-04-19
ORD1150,CUST20,Bryan Mccoy,mendozatiffany@example.net,PROD198,Apparel,93.66,10.0,EE,Returned,2026-03-12
ORD1151,CUST80,Travis Davis,nelsonkyle@example.net,PROD171,Apparel,52.97,1.0,UY,Completed,2026-04-21
ORD1152,CUST482,Stephanie Stevens,kellibarrett@example.net,PROD141,Beauty,495.75,2.0,MY,Returned,2026-02-04
ORD1153,CUST288,Ms. Danielle Long,hcollins@example.net,PROD139,Electronics,433.45,1.0,DK,Cancelled,2026-03-08
ORD1154,CUST194,Brandon Gibson,geoffreyowens@example.com,PROD121,Beauty,138.68,9.0,ES,Cancelled,2026-03-27
ORD1155,CUST484,Kevin Fitzgerald,tylertaylor@example.net,PROD108,Apparel,28.47,4.0,ID,Completed,2026-02-01
ORD1156,CUST83,James Rose,deleonmelinda@example.net,PROD104,Beauty,456.56,5.0,RW,Returned,2026-04-15
ORD1157,CUST382,Angela Nguyen,moorekaitlin@example.org,PROD160,Apparel,80.15,6.0,BF,Cancelled,2026-03-17
ORD1158,CUST428,Sara Miller,rushsamantha@example.net,PROD154,Others,461.11,5.0,CH,Completed,2026-05-29 13:14:51.460352
ORD1159,CUST488,David Foley,jennifersalazar@example.com,PROD109,Beauty,459.38,2.0,IN,Returned,2026-03-08
ORD1160,CUST321,Logan Burnett,kelseyjames@example.com,PROD178,Beauty,122.24,6.0,DK,Completed,2026-02-26
ORD1161,CUST411,Jason Harris,stephen55@example.org,PROD102,Apparel,227.83,3.0,IE,Completed,2026-04-10
ORD1162,CUST488,Kevin Perez,katelyn99@example.org,PROD182,Beauty,475.62,3.0,BG,Returned,2026-04-25
ORD1163,CUST10,Suzanne Sullivan,krodriguez@example.org,PROD166,Home,292.51,9.0,MK,Cancelled,2026-03-16
ORD1164,CUST240,Joshua Thomas,valdezmaria@example.net,PROD157,Electronics,411.36,6.0,WS,Cancelled,2026-04-20
ORD1165,CUST45,Mark Thompson,markmartinez@example.net,PROD187,Apparel,147.49,7.0,MD,Cancelled,2026-02-07
ORD1166,CUST244,Daniel White,rmoore@example.net,PROD161,Home,355.84,8.0,LI,Returned,2026-04-26
ORD1167,CUST383,Kathy Williams,jennifer80@example.net,PROD194,Apparel,184.88,1.0,CY,Cancelled,2026-04-13
ORD1168,CUST471,Daniel Banks,kristen88@example.net,PROD186,Electronics,258.27,4.0,BT,Returned,2026-02-18
ORD1169,CUST474,Elijah Martinez,jdavis@example.org,PROD158,Electronics,138.23,1.0,VU,Returned,2026-04-09
ORD1170,CUST92,Caitlyn Miller,patriciabautista@example.com,PROD130,Apparel,370.89,9.0,KW,Cancelled,2026-02-17
ORD1171,CUST354,Emily Oliver,vholland@example.org,PROD136,Electronics,42.34,2.0,BH,Completed,2026-02-26
ORD1172,CUST115,Adrian Maynard,ujohnson@example.net,PROD120,Electronics,102.77,1.0,BN,Cancelled,2026-03-13
ORD1173,CUST193,Rachel Santana,villarrealjonathan@example.net,PROD161,Electronics,410.85,1.0,SD,Completed,2026-02-19
ORD1174,CUST307,Ruben Hernandez,madison58@example.com,PROD119,Home,68.35,6.0,AL,Returned,2026-04-05
ORD1175,CUST254,Adam Mercer,susanjones@example.com,PROD157,Electronics,422.52,3.0,SA,Cancelled,2026-04-22
ORD1176,CUST232,Ian Davis,tiffany89@example.com,PROD190,Beauty,332.99,3.0,RO,Completed,2026-03-13
ORD1177,CUST65,Amanda Lloyd,ggonzalez@example.org,PROD119,Electronics,94.8,9.0,BW,Cancelled,2026-02-18
ORD1178,CUST441,Joshua Olson,christopherwallace@example.com,PROD143,Home,75.09,10.0,NI,Cancelled,2026-02-13
ORD1179,CUST15,Joyce Kelley,hannahsanders@example.com,PROD112,Beauty,429.24,8.0,AR,Cancelled,2026-03-21
ORD1180,CUST88,Elizabeth Ford,zcunningham@example.org,PROD134,Home,246.4,3.0,AL,Completed,2026-03-05
ORD1181,CUST8,Stephanie Lewis,qhill@example.net,PROD159,Beauty,359.18,5.0,LS,Completed,2026-04-03
ORD1182,CUST224,Christopher Jackson,kenneth91@example.net,PROD109,Home,479.97,9.0,VU,Completed,2026-02-13
ORD1183,CUST73,Joseph Ferguson,kpearson@example.com,PROD111,Apparel,227.28,5.0,BY,Cancelled,2026-03-14
ORD1184,CUST70,Beverly Harrington,quinnlaurie@example.net,PROD116,Electronics,335.03,3.0,MW,Cancelled,2026-04-27
ORD1185,CUST59,Jonathan Gallagher,pbrown@example.com,PROD140,Apparel,325.62,10.0,MC,Returned,2026-04-23
ORD1186,CUST163,Jacob James,davidruiz@example.net,PROD163,Apparel,85.59,9.0,KW,Completed,2026-02-03
ORD1187,CUST117,Amy Weber,sjenkins@example.net,PROD151,Electronics,490.42,5.0,MM,Returned,2026-02-22
ORD1188,CUST238,Stacy Nichols,jjohnson@example.org,PROD187,Electronics,191.55,7.0,US,Cancelled,2026-03-04
ORD1189,CUST376,Donna Colon,robert02@example.com,PROD168,Apparel,451.58,3.0,MA,Returned,2026-04-20
ORD1190,CUST70,Brianna Martinez,amymartin@example.com,PROD170,Electronics,425.95,7.0,SG,Completed,2026-02-20
ORD1191,CUST75,Sarah Pacheco,lewiscraig@example.com,PROD143,Home,299.57,5.0,KZ,Returned,2026-02-17
ORD1192,CUST76,Matthew Wolfe,christopher77@example.org,PROD197,Electronics,442.15,9.0,GR,Cancelled,2026-03-23
ORD1193,CUST491,Juan Dean,scottbond@example.com,PROD118,Apparel,178.53,3.0,TJ,Cancelled,2026-04-14
ORD1194,CUST265,James Johnston,jasminemorgan@example.com,PROD116,Beauty,171.11,6.0,UZ,Returned,2026-01-31
ORD1195,CUST93,Michael Thornton II,westchristopher@example.com,PROD139,Apparel,272.92,7.0,DJ,Returned,2026-04-03
ORD1196,CUST10,Donald Hernandez,mark04@example.com,PROD179,Apparel,442.61,4.0,JP,Cancelled,2026-04-04
ORD1197,CUST419,Gregg Moss,karen28@example.org,PROD189,Electronics,498.15,9.0,LA,Completed,2026-03-24
ORD1198,CUST124,Debbie Caldwell,reyesmatthew@example.net,PROD147,Home,90.91,8.0,VN,Cancelled,2026-04-20
ORD1199,CUST73,Richard Ward,zhoward@example.org,PROD171,Apparel,268.98,5.0,AE,Completed,2026-02-09
ORD1200,CUST107,Chris Lawson,steven30@example.net,PROD123,Home,116.16,9.0,VN,Cancelled,2026-01-29
ORD1201,CUST95,Brittney Bennett,leonardcarpenter@example.org,PROD170,Electronics,204.56,8.0,JP,Cancelled,2026-04-04
ORD1202,CUST428,Bonnie Parker,jamestorres@example.com,PROD115,Electronics,414.46,2.0,UA,Completed,2026-03-30
ORD1203,CUST181,Deborah Owens,christinagreen@example.org,PROD193,Apparel,22.89,6.0,LK,Completed,2026-03-13
ORD1204,CUST78,Robert Smith,dylan63@example.org,PROD148,Home,432.75,6.0,NE,Returned,2026-04-03
ORD1205,CUST122,Courtney Brown,susan42@example.com,PROD173,Home,447.52,8.0,LI,Completed,2026-03-17
ORD1206,CUST289,Russell Cooper,antonioshort@example.com,PROD148,Electronics,115.1,2.0,KI,Cancelled,2026-02-07
ORD1207,CUST332,Jasmin Hill,timothyharris@example.com,PROD122,Beauty,431.15,6.0,HU,Cancelled,2026-02-03
ORD1208,CUST278,Dylan Smith,wilsonashley@example.org,PROD173,Home,443.25,7.0,BI,Returned,2026-03-24
ORD1209,CUST421,John Arellano,pacedavid@example.org,PROD153,Apparel,316.64,4.0,KH,Cancelled,2026-04-24
ORD1210,CUST231,Kathy Johnson,alirobert@example.org,PROD128,Beauty,461.57,1.0,AE,Completed,2026-04-15
ORD1211,CUST189,Taylor Richardson,pclarke@example.net,PROD141,Electronics,89.56,5.0,LR,Returned,2026-02-23
ORD1212,CUST210,Margaret Brown,bettyscott@example.com,PROD148,Apparel,432.73,3.0,HU,Completed,2026-02-22
ORD1213,CUST480,Michael Boyd,hannahbass@example.com,PROD168,Electronics,475.65,8.0,BW,Completed,2026-02-01
ORD1214,CUST366,Tony Hall,jennifershannon@example.com,PROD186,Electronics,61.42,2.0,AF,Returned,2026-03-18
ORD1215,CUST479,Stephen Walsh,clarkjanet@example.org,PROD111,Apparel,187.27,6.0,GB,Cancelled,2026-03-25
ORD1216,CUST382,Lisa Mckee,barneschristina@example.com,PROD132,Others,264.94,5.0,SV,Cancelled,2026-04-24
ORD1217,CUST29,Leah Merritt,berrythomas@example.net,PROD128,Electronics,488.51,3.0,SA,Cancelled,2026-04-12
ORD1218,CUST94,Kelly Gray,kellyholmes@example.com,PROD107,Electronics,254.41,1.0,DM,Cancelled,2026-02-21
ORD1219,CUST218,Gerald Mckee,harmonmelissa@example.com,PROD166,Beauty,307.82,8.0,TN,Completed,2026-03-04
ORD1220,CUST269,Melissa Tran,ericrogers@example.net,PROD167,Apparel,318.44,8.0,US,Cancelled,2026-04-26
ORD1221,CUST14,Kurt Burns,vincentgoodman@example.net,PROD110,Home,306.53,2.0,VU,Cancelled,2026-04-16
ORD1222,CUST434,Laura Peterson,michelehayes@example.org,PROD105,Beauty,248.09,4.0,CM,Cancelled,2026-03-14
ORD1223,CUST220,Becky Davis,tammy11@example.com,PROD137,Home,227.05,2.0,ER,Cancelled,2026-04-28
